dataset,hardness_metric,random_seed,weighting_strategy,Overall_similarity,ks_mean,ks_std,ks_pvalue
BCWDD,N2,116740,self_paced,0.7314132236127779,0.2685867763872221,0.172243248413533,0.1322938245401589
NewThyroid2,F4,670488,self_paced,0.793451652386781,0.206548347613219,0.2311798848393889,0.2758629184919184
NewThyroid2,F4,116740,curriculum,0.7564259485924112,0.2435740514075887,0.2132886593803172,0.1968008747421313
BCWDD,N2,26226,curriculum,0.7705583176181495,0.2294416823818503,0.1717290904131477,0.1561534790069853
NewThyroid2,F4,116740,static,0.7797837617299062,0.2202162382700938,0.2170562766983453,0.2398210985314054
BCWDD,N2,26226,static,0.817761014915138,0.182238985084862,0.1224992687688115,0.1581937096727077
NewThyroid2,F4,116740,self_paced,0.7562219502243983,0.2437780497756018,0.2048188315200905,0.1897769036698907
NewThyroid2,F4,26226,curriculum,0.8329253365973073,0.1670746634026927,0.1461964662231079,0.2165767251751218
BCWDD,N2,26226,self_paced,0.7617578147322704,0.2382421852677295,0.1480614241489844,0.1366524590263847
NewThyroid2,F4,26226,static,0.8445532435740514,0.1554467564259486,0.1561258032555058,0.3268844242497464
BCWDD,LSC,670488,curriculum,0.7599291388079319,0.2400708611920681,0.1908600763545178,0.1219559923616884
NewThyroid2,F4,26226,self_paced,0.8613831089351285,0.1386168910648714,0.1112867658407744,0.2604954896652269
Pima,Baseline,670488,static,0.66313547446892,0.3368645255310801,0.2184825918762063,0.1052669131208872
BCWDD,LSC,670488,static,0.7510714897994171,0.2489285102005828,0.1962861588719232,0.1436028221299711
Pima,Baseline,116740,static,0.6781570539767949,0.3218429460232049,0.1892717338197696,0.1052808531779924
BCWDD,LSC,670488,self_paced,0.7186696382650437,0.2813303617349563,0.1755111589222892,0.1080194491994609
Pima,Baseline,26226,static,0.6771481419202959,0.322851858079704,0.2294416898627962,0.1052826680157709
BCWDD,LSC,116740,curriculum,0.8053031601805817,0.1946968398194182,0.1269901800680785,0.1510345749611563
BCWDD,LSC,116740,static,0.769015372306989,0.230984627693011,0.1562131674397368,0.1367951412993417
BCWDD,LSC,116740,self_paced,0.7318132464712269,0.2681867535287731,0.1815737631243142,0.1254591061793746
BCWDD,LSC,26226,curriculum,0.7552431567518143,0.2447568432481856,0.1633158801882894,0.1254502889091338
BCWDD,LSC,26226,static,0.7469569689696554,0.2530430310303446,0.1709259729478069,0.1207943055631787
BCWDD,LSC,26226,self_paced,0.7721012629293103,0.2278987370706897,0.1543053038423703,0.1256772025512064
BCWDD,LSR,670488,curriculum,0.7381564660837762,0.2618435339162238,0.190116226621916,0.1148739479730762
BCWDD,LSR,670488,static,0.721755528887365,0.278244471112635,0.218453415151401,0.1181212739976554
BCWDD,LSR,670488,self_paced,0.7130121721241214,0.2869878278758786,0.2379088143929077,0.1112273455889629
BCWDD,LSR,116740,curriculum,0.7720441168066747,0.2279558831933253,0.1637829608462282,0.1496621491863689
BCWDD,LSR,116740,static,0.750671466940968,0.2493285330590319,0.1776351350324609,0.1277379520763293
BCWDD,LSR,116740,self_paced,0.7504428824504258,0.2495571175495742,0.1593822264322495,0.1277284616011662
BCWDD,LSR,26226,curriculum,0.7970741185210585,0.2029258814789416,0.1377942925314235,0.1492260845511446
BCWDD,LSR,26226,static,0.7412995028287331,0.2587004971712669,0.1958583126224635,0.1349480798926968
BCWDD,LSR,26226,self_paced,0.7080976055774616,0.2919023944225384,0.2134916579816705,0.1153863416179339
BCWDD,Harmfulness,670488,curriculum,0.742385279158809,0.2576147208411909,0.1400307404347794,0.1172519864196363
BCWDD,Harmfulness,670488,static,0.7981027487284988,0.2018972512715012,0.1127516315440359,0.1571572061560331
Pima,kDN,670488,curriculum,0.5862339554957682,0.4137660445042318,0.1986464996647327,0.1052631578947368
BCWDD,Harmfulness,670488,self_paced,0.7667295274015659,0.2332704725984341,0.1697785625061237,0.1166139351734168
Pima,kDN,670488,static,0.5639818395829831,0.4360181604170169,0.2177689637075792,0.1052631578947368
Pima,kDN,670488,self_paced,0.6261980830670927,0.3738019169329073,0.2248092517748887,0.1052631847373714
BCWDD,Harmfulness,116740,curriculum,0.7461569232527574,0.2538430767472426,0.1452928452164361,0.1493178172740459
Pima,kDN,116740,curriculum,0.5778824056947481,0.4221175943052519,0.2150267777421321,0.1052631587679603
BCWDD,Harmfulness,116740,static,0.7601005771758387,0.2398994228241614,0.140421291660194,0.1817124323775608
Pima,kDN,116740,static,0.5872989182220727,0.4127010817779272,0.2052538334295672,0.1052631624788668
BCWDD,Harmfulness,116740,self_paced,0.7326704383107606,0.2673295616892394,0.1829272646797378,0.1132007610951943
Pima,kDN,116740,self_paced,0.5575920632251556,0.4424079367748444,0.2395824364616727,0.1052631599151094
BCWDD,Harmfulness,26226,curriculum,0.725412880736042,0.2745871192639579,0.1674234913306346,0.1571027667802484
Pima,kDN,26226,curriculum,0.6257496777086488,0.3742503222913514,0.2302600128576406,0.1052647553088096
BCWDD,Harmfulness,26226,static,0.7562717869592547,0.2437282130407451,0.1518699898795762,0.157904304348346
Pima,kDN,26226,static,0.583207219326271,0.416792780673729,0.2228365841399638,0.1052631578947427
BCWDD,Harmfulness,26226,self_paced,0.7163837933596205,0.2836162066403794,0.2122553009238361,0.1175571643746771
Pima,kDN,26226,self_paced,0.6053472338994451,0.3946527661005549,0.2416546219505879,0.1372694228750854
BCWDD,F1,670488,curriculum,0.7496428367335276,0.2503571632664723,0.1989569650606288,0.1140020279611228
Pima,DS,670488,curriculum,0.6533266072529568,0.3466733927470433,0.2127262413511028,0.1052785960162661
BCWDD,F1,670488,static,0.7593005314589406,0.2406994685410595,0.1544026475650657,0.1259472926743562
Pima,DS,670488,static,0.6545597219886777,0.3454402780113222,0.2245034835426057,0.1054169480972845
BCWDD,F1,670488,self_paced,0.705068861077776,0.2949311389222241,0.2335438773891557,0.1097098021804968
Pima,DS,670488,self_paced,0.636791659660333,0.363208340339667,0.2008299331785694,0.1052631578947604
Pima,DS,116740,curriculum,0.6627431197802813,0.3372568802197186,0.2086300199173667,0.1062898532225189
BCWDD,F1,116740,curriculum,0.7442711012057832,0.2557288987942168,0.1826138483272169,0.1266667599224653
Pima,DS,116740,static,0.6555125833753713,0.3444874166246287,0.2212791283511527,0.1056232399154034
BCWDD,F1,116740,static,0.7690153723069889,0.230984627693011,0.1697356439451217,0.144929341778021
Pima,DS,116740,self_paced,0.6195841040300432,0.3804158959699569,0.206229312738478,0.1052785849428293
BCWDD,F1,116740,self_paced,0.7310132007543289,0.2689867992456712,0.1809976756895842,0.1176312889301762
Pima,DS,26226,curriculum,0.64368589204641,0.35631410795359,0.2264896530807293,0.1054866878616115
BCWDD,F1,26226,curriculum,0.7798159894851134,0.2201840105148865,0.1560079728232329,0.1820546206314903
Pima,DS,26226,static,0.6419483212824393,0.3580516787175606,0.2178460461066676,0.1052677827687928
BCWDD,F1,26226,static,0.7889593691068061,0.2110406308931939,0.1433433456009009,0.1594257812475861
Pima,DS,26226,self_paced,0.62535732302001,0.3746426769799899,0.2285429753530941,0.1052631582658695
BCWDD,F1,26226,self_paced,0.7480427452997315,0.2519572547002686,0.1864437770272605,0.14186780703822
Pima,DCP,670488,curriculum,0.6366795583207219,0.363320441679278,0.2177766241263486,0.1052638930172701
BCWDD,F2,670488,curriculum,0.6975255728898795,0.3024744271101205,0.2421398621058229,0.1237463098369793
Pima,DCP,670488,static,0.5736786054593352,0.4263213945406647,0.2219596757871891,0.1052631578947371
BCWDD,F2,670488,static,0.7250128578775932,0.274987142122407,0.1729875525482317,0.1148715804484976
Pima,DCP,670488,self_paced,0.6124096182949387,0.3875903817050614,0.2176639989266875,0.1052631578961926
BCWDD,F2,670488,self_paced,0.7199268529630265,0.2800731470369735,0.193019046834955,0.1078335232270094
Pima,DCP,116740,curriculum,0.6253573230200101,0.3746426769799899,0.1819328762805707,0.1052631680949501
Pima,DCP,116740,static,0.6027128524185864,0.3972871475814135,0.2255770191502827,0.1052735720675086
BCWDD,F2,116740,curriculum,0.7228984513400766,0.2771015486599233,0.2031828602230689,0.1141204537959978
Pima,DCP,116740,self_paced,0.6476654896026008,0.3523345103973993,0.196574581604699,0.1052662004035329
BCWDD,F2,116740,static,0.7736442082404709,0.2263557917595291,0.1681230187006708,0.134116821637526
Pima,DCP,26226,curriculum,0.5734544027801133,0.4265455972198867,0.220692165150666,0.1052631578947368
BCWDD,F2,116740,self_paced,0.776330076004343,0.2236699239956569,0.1410524213752982,0.1355143021142495
Pima,DCP,26226,static,0.5722773387141976,0.4277226612858024,0.2239572250929778,0.1052631578961587
BCWDD,F2,26226,curriculum,0.731527515858049,0.2684724841419509,0.2047686959153407,0.1181365527431953
Pima,DCP,26226,self_paced,0.6091026287764139,0.3908973712235861,0.2326777063045632,0.1052688416912675
BCWDD,F2,26226,static,0.7319275387164982,0.2680724612835019,0.1704666635132384,0.114012146113011
Pima,TD_P,670488,curriculum,0.695700913625918,0.3042990863740822,0.2123283860869468,0.1053619035024786
BCWDD,F2,26226,self_paced,0.7854163095034001,0.2145836904965998,0.1633720595436169,0.1484451992333006
Pima,TD_P,670488,static,0.5025503054761505,0.4974496945238496,0.2626448264286298,0.1052631578947368
BCWDD,F3,670488,curriculum,0.6906680381736099,0.30933196182639,0.2363130298865672,0.1079950857814971
Pima,TD_P,670488,self_paced,0.6705341628832465,0.3294658371167535,0.2178492332458418,0.1052699556060025
BCWDD,F3,670488,static,0.7215840905194583,0.2784159094805418,0.1805138285246763,0.1103486368669197
Pima,TD_P,116740,curriculum,0.6269267417745642,0.3730732582254358,0.2126354982324222,0.105303256079419
Pima,TD_P,116740,static,0.5134241354184184,0.4865758645815817,0.2630849113002156,0.1052631578949271
BCWDD,F3,670488,self_paced,0.7098691353791646,0.2901308646208355,0.2050889551924993,0.1068824221679285
Pima,TD_P,116740,self_paced,0.6614539543747547,0.3385460456252452,0.2083450972092745,0.105266210973829
BCWDD,F3,116740,curriculum,0.7467855306017487,0.2532144693982513,0.1553974671492638,0.1149153953711467
Pima,TD_P,26226,curriculum,0.6670029706854997,0.3329970293145003,0.20985613300716,0.1052631579082016
BCWDD,F3,116740,static,0.7086119206811818,0.2913880793188181,0.2249796762107965,0.1447447883791959
Pima,TD_P,26226,static,0.6467686788857127,0.3532313211142873,0.2228035910394318,0.105263363687745
BCWDD,F3,116740,self_paced,0.7565575175724327,0.2434424824275673,0.191962442741922,0.1207653568499117
Pima,TD_P,26226,self_paced,0.6420604226220504,0.3579395773779497,0.2165820220204542,0.1052631579832571
BCWDD,F3,26226,curriculum,0.7146122635579176,0.2853877364420824,0.2314258516511119,0.1224654749372554
Pima,TD_U,670488,curriculum,0.624460512303122,0.3755394876968779,0.2075851369098835,0.1052631711537665
BCWDD,F3,26226,static,0.74987142122407,0.25012857877593,0.1613700463738361,0.1194628631514418
Pima,TD_U,670488,static,0.5985651028529789,0.4014348971470208,0.2040951667052103,0.1052631578947368
BCWDD,F3,26226,self_paced,0.7366706668952512,0.2633293331047489,0.1695686950818676,0.1150031633022391
Pima,TD_U,670488,self_paced,0.6664985146572501,0.3335014853427498,0.2108145645158206,0.1052651423359191
BCWDD,F4,670488,curriculum,0.7326704383107605,0.2673295616892394,0.2377067416441738,0.1445866133370211
Pima,TD_U,116740,curriculum,0.6074211086822487,0.3925788913177512,0.2188358845647848,0.1052641863784474
BCWDD,F4,670488,static,0.7894165380878908,0.2105834619121092,0.1409478965936757,0.1410139945025317
Pima,TD_U,116740,static,0.5623003194888178,0.4376996805111821,0.2334932455107572,0.1052631578947377
Pima,TD_U,116740,self_paced,0.6533266072529568,0.3466733927470433,0.2062364877825227,0.1052632853643128
BCWDD,F4,670488,self_paced,0.7370135436310647,0.2629864563689354,0.2080834323385185,0.1106341087329191
Pima,TD_U,26226,curriculum,0.5530519589709098,0.4469480410290903,0.2524852053958969,0.1052631578947448
BCWDD,F4,116740,curriculum,0.7191268072461284,0.2808731927538717,0.2330512768109122,0.1137159346527731
Pima,TD_U,26226,static,0.5834874726752984,0.4165125273247015,0.2324360251491541,0.1052631578947704
BCWDD,F4,116740,static,0.7775301445796902,0.2224698554203097,0.1752309419624877,0.1597901845699177
Pima,TD_U,26226,self_paced,0.6544476206490669,0.3455523793509332,0.2013656801925237,0.1052631578988884
BCWDD,F4,116740,self_paced,0.756786102062975,0.243213897937025,0.1525274226344389,0.1184430410648393
Pima,CL,670488,curriculum,0.5359004540104254,0.4640995459895746,0.2500359880754283,0.1052631578947368
BCWDD,F4,26226,curriculum,0.7496428367335275,0.2503571632664723,0.1945715124372611,0.1606568398798751
Pima,CL,670488,static,0.5635894848943445,0.4364105151056556,0.2368610318053495,0.1052631578947368
BCWDD,F4,26226,static,0.8037602148694211,0.1962397851305789,0.1396971303002081,0.1574270465061606
Pima,CL,670488,self_paced,0.5942492012779552,0.4057507987220448,0.2216089672558926,0.1052818738659208
BCWDD,F4,26226,self_paced,0.7583290473741356,0.2416709526258642,0.1899147678267536,0.1588146617238489
Pima,CL,116740,curriculum,0.6052911832296397,0.3947088167703604,0.2058415652727461,0.1052631599151094
Pima,CL,116740,static,0.5666162210638418,0.4333837789361582,0.2124280602590715,0.1052631579197944
Pima,CL,116740,self_paced,0.5877473235805168,0.4122526764194832,0.2245759741956104,0.1052632055294489
Pima,CL,26226,curriculum,0.5870747155428506,0.4129252844571492,0.2217257947666447,0.1052631578947387
Pima,CL,26226,static,0.5806288885152178,0.4193711114847822,0.2572156992819617,0.1163100943517039
Pima,CL,26226,self_paced,0.5652149543187042,0.4347850456812959,0.2437707876543358,0.1052631578963489
Pima,CLD,670488,curriculum,0.5727257440726418,0.4272742559273584,0.2160662082252793,0.1052631578947368
Pima,CLD,670488,static,0.5487921080656913,0.4512078919343086,0.2251833409734818,0.1052631578947368
Pima,CLD,670488,self_paced,0.589765147693515,0.410234852306485,0.2241563345408268,0.1053202007671548
Pima,CLD,116740,curriculum,0.5986211535227846,0.4013788464772154,0.2072008061322259,0.1052632578716072
Pima,CLD,116740,static,0.5989574575416176,0.4010425424583824,0.2050792520105938,0.1052631801532298
Pima,CLD,116740,self_paced,0.5526596042822712,0.4473403957177289,0.2746544475514452,0.1052633200228292
Pima,CLD,26226,curriculum,0.5872989182220728,0.4127010817779272,0.229006835605885,0.1052631578961826
Pima,CLD,26226,static,0.6117370102572725,0.3882629897427274,0.2215209551773264,0.1052631579672772
Pima,CLD,26226,self_paced,0.5743512134970011,0.4256487865029987,0.2347982695630802,0.1056834612336122
Pima,MV,670488,curriculum,0.6191356986715991,0.3808643013284009,0.2203437451456694,0.1052631582649428
Pima,MV,670488,static,0.6366235076509165,0.3633764923490835,0.2115202121494998,0.1052656176806556
Pima,MV,670488,self_paced,0.671038618911496,0.328961381088504,0.2101758416836713,0.1053085243372348
Pima,MV,116740,curriculum,0.6284961605291184,0.3715038394708816,0.2148837797488874,0.1052631624886925
Pima,MV,116740,static,0.6428451319993275,0.3571548680006726,0.2107921796759258,0.1052640201852266
Pima,MV,116740,self_paced,0.6592119275825346,0.3407880724174654,0.2314044690381851,0.1056988889390776
Pima,MV,26226,curriculum,0.6643125385348355,0.3356874614651645,0.1880621842730872,0.1052631594738388
Pima,MV,26226,static,0.5781626590437756,0.4218373409562244,0.2220784691099457,0.1052631578948324
Hypothyroid,kDN,670488,curriculum,0.6463839412917445,0.3536160587082556,0.3591081139048626,0.1052631578947368
Pima,MV,26226,self_paced,0.6582030155260356,0.3417969844739645,0.193795642742798,0.1052631581013373
Pima,CB,670488,curriculum,0.6424527773106888,0.3575472226893111,0.2143206845497182,0.1052635733742714
Pima,CB,670488,static,0.6348298862171403,0.3651701137828596,0.2091885790106452,0.1052818738660164
Pima,CB,670488,self_paced,0.6780449526371841,0.321955047362816,0.2220104979589349,0.1118755485224446
Pima,CB,116740,curriculum,0.651252732470153,0.348747267529847,0.1978875069318449,0.1052647554697267
Pima,CB,116740,static,0.6063561459559442,0.3936438540440559,0.2194038730021932,0.1055257538569724
Pima,CB,116740,self_paced,0.6652653999215291,0.3347346000784709,0.2459344482027579,0.1054322614137395
Pima,CB,26226,curriculum,0.636903760999944,0.363096239000056,0.2269940991839883,0.105280541996985
Pima,CB,26226,static,0.6228910935485679,0.3771089064514321,0.2095130551875147,0.1052631578957874
Pima,CB,26226,self_paced,0.6605010929880613,0.3394989070119388,0.2174609965528508,0.105263175092578
Hypothyroid,kDN,670488,static,0.7140414842209932,0.2859585157790067,0.3290992979606493,0.1578949120646258
Pima,N1,670488,curriculum,0.5806288885152179,0.4193711114847822,0.2105511610660207,0.1052631578947368
Pima,N1,670488,static,0.5896530463539038,0.410346953646096,0.2108382880632163,0.1052631578947368
Pima,N1,670488,self_paced,0.6318592007174487,0.3681407992825514,0.2162077412262397,0.1052631692524371
Pima,N1,116740,curriculum,0.624460512303122,0.375539487696878,0.2001012209152006,0.1052662004035111
Pima,N1,116740,static,0.6083739700689423,0.3916260299310576,0.2282725581855545,0.1056834612336123
Pima,N1,116740,self_paced,0.6557928367243989,0.3442071632756011,0.2116525244964038,0.1053444546726357
Pima,N1,26226,curriculum,0.6054593352390562,0.3945406647609439,0.2199324435566138,0.1052631578947645
Pima,N1,26226,static,0.6148758477663808,0.3851241522336192,0.2210053815477133,0.1052631579013617
Pima,N1,26226,self_paced,0.6529342525643181,0.3470657474356818,0.2063356027648292,0.1052631595103552
Pima,N2,670488,curriculum,0.6276554004820358,0.3723445995179643,0.2110893079911795,0.1052631680949501
Hypothyroid,kDN,670488,self_paced,0.7236304217620618,0.2763695782379382,0.3015329043548045,0.1579108087163145
Pima,N2,670488,static,0.624124208284289,0.3758757917157109,0.2082644531144025,0.1052631578948044
Pima,N2,670488,self_paced,0.5885320329577939,0.4114679670422062,0.2404739529173453,0.1052716868095153
Pima,N2,116740,curriculum,0.625581525699232,0.3744184743007679,0.2213149890970077,0.1055257538568794
Pima,N2,116740,static,0.611456756908245,0.3885432430917549,0.2219400995659689,0.1053202007671548
Pima,N2,116740,self_paced,0.6073090073426378,0.3926909926573623,0.2184803486575811,0.1053202007671548
Pima,N2,26226,curriculum,0.6617902583935878,0.3382097416064121,0.1928801687122187,0.1052688416074758
Pima,N2,26226,static,0.6326999607645312,0.3673000392354688,0.2036358864204873,0.1052631801532298
Pima,N2,26226,self_paced,0.6426769799899109,0.3573230200100891,0.2194215993972894,0.1052677827689326
Pima,LSC,670488,curriculum,0.6630794237991143,0.3369205762008856,0.2286240930992749,0.1062125230664856
Pima,LSC,670488,static,0.6561291407432319,0.3438708592567681,0.2290359037003343,0.1111764923530685
Pima,LSC,670488,self_paced,0.631018440670366,0.368981559329634,0.2114109115059443,0.105752704738936
Hypothyroid,kDN,116740,curriculum,0.6137908576545773,0.3862091423454227,0.354110440502332,0.1052631578947368
Pima,LSC,116740,curriculum,0.6866767557872316,0.3133232442127683,0.17886788367854,0.1144459629956576
Pima,LSC,116740,static,0.6863965024382042,0.3136034975617958,0.190837657338687,0.1053124838559425
Pima,LSC,116740,self_paced,0.657474356818564,0.3425256431814361,0.1981689959870241,0.1052735721567535
Pima,LSC,26226,curriculum,0.6678997814023876,0.3321002185976122,0.2023084772868474,0.1052639805227634
Pima,LSC,26226,static,0.6636959811669749,0.3363040188330251,0.2123803148009221,0.1052631600340833
Pima,LSC,26226,self_paced,0.610784148870579,0.389215851129421,0.240425583187084,0.105263980484377
Pima,LSR,670488,curriculum,0.6371279636791658,0.362872036320834,0.2209323450233926,0.1052647553124959
Pima,LSR,670488,static,0.6529342525643183,0.3470657474356818,0.2066899742215027,0.1052662004035229
Pima,LSR,670488,self_paced,0.6077013620312762,0.3922986379687237,0.228304293077468,0.1053107924626367
Pima,LSR,116740,curriculum,0.6659380079591951,0.3340619920408048,0.1936910679112347,0.1052634873243893
Hypothyroid,kDN,116740,static,0.6207107094883382,0.379289290511662,0.335214399063681,0.1052631578947368
Pima,LSR,116740,static,0.6395381424808028,0.3604618575191973,0.2050155136757022,0.1052639864819215
Pima,LSR,116740,self_paced,0.583991928703548,0.416008071296452,0.2374443849259498,0.1052631750925724
Pima,LSR,26226,curriculum,0.6550081273471219,0.3449918726528782,0.2082062619859102,0.1052631590522379
Pima,LSR,26226,static,0.6487304523289054,0.3512695476710947,0.2158408461850798,0.1052633636897175
Pima,LSR,26226,self_paced,0.6178465332660725,0.3821534667339274,0.2284922174516072,0.1052631579129812
Pima,Harmfulness,670488,curriculum,0.588419931618183,0.4115800683818171,0.2161760762323953,0.1052632055294489
Pima,Harmfulness,670488,static,0.6003587242867553,0.3996412757132448,0.2120636777743421,0.1052631578947399
Pima,Harmfulness,670488,self_paced,0.5987332548623956,0.4012667451376044,0.2397755151857348,0.1052735720425547
Pima,Harmfulness,116740,curriculum,0.5838237766941315,0.4161762233058685,0.2158403804076656,0.1052631579197944
Pima,Harmfulness,116740,static,0.5934644919006782,0.4065355080993217,0.1922290224209729,0.1052631578947368
Hypothyroid,kDN,116740,self_paced,0.6978583349324586,0.3021416650675412,0.3180939361901631,0.1052631595822741
Pima,Harmfulness,116740,self_paced,0.602320497729948,0.3976795022700521,0.2277268149684249,0.1052961494827482
Pima,Harmfulness,26226,curriculum,0.5921192758253461,0.4078807241746539,0.2279038568549297,0.1059230420584854
Pima,Harmfulness,26226,static,0.5586009752816545,0.4413990247183453,0.2787636884774985,0.1052631578948044
Pima,Harmfulness,26226,self_paced,0.6152121517852138,0.3847878482147862,0.2475391387537884,0.1064155332840604
Pima,F1,670488,curriculum,0.6551202286867328,0.3448797713132672,0.224434357065878,0.1052631620019525
Pima,F1,670488,static,0.6620705117426153,0.3379294882573846,0.2249587051376491,0.1052644719515365
Pima,F1,670488,self_paced,0.6578667115072026,0.3421332884927974,0.2013038561632863,0.1052647553087438
Pima,F1,116740,curriculum,0.6576425088279806,0.3423574911720195,0.2106004251302095,0.1056248373274378
Pima,F1,116740,static,0.656913850120509,0.343086149879491,0.2333188963620671,0.1052774444633161
Pima,F1,116740,self_paced,0.6659940586290007,0.3340059413709993,0.2005463984509475,0.1052643107870936
Pima,F1,26226,curriculum,0.6461521215178522,0.3538478784821479,0.2010958838432121,0.1052631579212398
Hypothyroid,kDN,26226,curriculum,0.6220714198489262,0.3779285801510738,0.333675051568766,0.1052631578947368
Pima,F1,26226,static,0.6578667115072026,0.3421332884927975,0.2175930606003906,0.1052671267631664
Pima,F1,26226,self_paced,0.6782691553164061,0.321730844683594,0.2118040082213849,0.105266209391038
Pima,F2,670488,curriculum,0.570651869289838,0.429348130710162,0.2250685873737289,0.1052631581013138
Pima,F2,670488,static,0.5450367131887225,0.4549632868112774,0.2276647529243443,0.1052631578947368
Pima,F2,670488,self_paced,0.6795583207219326,0.3204416792780674,0.2121810376484132,0.1052818801404163
Pima,F2,116740,curriculum,0.567737234459952,0.4322627655400481,0.2166239104812837,0.1052631580485666
Pima,F2,116740,static,0.5704276666106158,0.429572333389384,0.2207048344395547,0.1052631866407661
Pima,F2,116740,self_paced,0.6349980382265569,0.3650019617734431,0.2048146542892207,0.1052858152292643
Pima,F2,26226,curriculum,0.5453169665377501,0.4546830334622498,0.2242103580322826,0.1052631578947368
Pima,F2,26226,static,0.5420099770192254,0.4579900229807746,0.2434470106587568,0.1052631578947387
Hypothyroid,kDN,26226,static,0.6164250533526391,0.3835749466473608,0.3402578557302038,0.1052631578947368
Pima,F2,26226,self_paced,0.6450871587915475,0.3549128412084524,0.2111522544056056,0.1052633200227619
Pima,F3,670488,curriculum,0.5925116305139846,0.4074883694860154,0.2139028835025663,0.1052631578950046
Pima,F3,670488,static,0.556078695140407,0.443921304859593,0.2347167023031123,0.1052631578947368
Pima,F3,670488,self_paced,0.6515329858191805,0.3484670141808194,0.1964252199414633,0.1052631578947604
Pima,F3,116740,curriculum,0.5694748052239224,0.4305251947760776,0.2100451418621421,0.1052631578961587
Pima,F3,116740,static,0.5783308110531922,0.4216691889468079,0.2277145363598046,0.1052631578947448
Pima,F3,116740,self_paced,0.6422285746314669,0.3577714253685332,0.2044423267460875,0.1055257538569919
Pima,F3,26226,curriculum,0.597444089456869,0.4025559105431309,0.2357162521075851,0.1052631578961587
Pima,F3,26226,static,0.5746875175158344,0.4253124824841657,0.2422572975997979,0.1052632055294489
Pima,F3,26226,self_paced,0.6552883806961494,0.3447116193038507,0.1995204193938094,0.1052631578947939
Hypothyroid,kDN,26226,self_paced,0.6276480063267217,0.3723519936732783,0.3247979645992927,0.105263157894854
Pima,F4,670488,curriculum,0.6488986043383219,0.3511013956616782,0.2252782200610047,0.1052637806850955
Pima,F4,670488,static,0.6698615548455804,0.3301384451544196,0.2108345926107604,0.1054240947098583
Pima,F4,670488,self_paced,0.6474412869233787,0.3525587130766213,0.1994128127090918,0.1052631580091065
Pima,F4,116740,curriculum,0.6558488873942043,0.3441511126057957,0.2110307792613711,0.1052785850571588
Pima,F4,116740,static,0.6630794237991143,0.3369205762008855,0.200032598217529,0.1055257553878446
Pima,F4,116740,self_paced,0.6450871587915475,0.3549128412084524,0.2040452558501723,0.1055257538667317
Pima,F4,26226,curriculum,0.6511966818003474,0.3488033181996524,0.2034096028578829,0.1052631582648472
HeartCleveland,Baseline,670488,static,0.6722293538724861,0.3277706461275139,0.1561860715664549,0.1057024006699872
Pima,F4,26226,static,0.6620705117426153,0.3379294882573847,0.2234544715139297,0.105263164034796
HeartCleveland,Baseline,116740,static,0.6405648267008988,0.3594351732991014,0.1606337692789641,0.1074361125453863
HeartCleveland,Baseline,26226,static,0.7094565682498931,0.290543431750107,0.1556458775201951,0.1513038617020228
Pima,F4,26226,self_paced,0.6459279188386301,0.3540720811613698,0.2019355116733748,0.1052631578949327
Thoracic,Baseline,670488,static,0.5764381402679274,0.4235618597320725,0.3185485382685566,0.1112460056708094
Hypothyroid,DS,670488,curriculum,0.756938750588769,0.2430612494112311,0.2597249450677632,0.1578947368421052
Thoracic,Baseline,116740,static,0.5780634357762017,0.4219365642237982,0.3076261675804294,0.1111111323442572
Thoracic,Baseline,26226,static,0.579294720252167,0.4207052797478329,0.3139150921377571,0.1111135197114023
HeartCleveland,kDN,670488,curriculum,0.6435601198117245,0.3564398801882755,0.1576318645586825,0.1076104902348443
Hypothyroid,DS,670488,static,0.7199146357773786,0.2800853642226216,0.2667161781327755,0.1578947368421054
HeartCleveland,kDN,670488,static,0.6551133932391955,0.3448866067608045,0.1591922364852395,0.1057189948788117
HeartCleveland,kDN,670488,self_paced,0.629867351305092,0.370132648694908,0.1805916353756982,0.1055628310366622
HeartCleveland,kDN,116740,curriculum,0.6260162601626016,0.3739837398373984,0.1545278369605705,0.1062278645741997
HeartCleveland,kDN,116740,static,0.6264441591784339,0.3735558408215661,0.1576365106972012,0.1093400118264662
HeartCleveland,kDN,116740,self_paced,0.6076166024818143,0.3923833975181857,0.1714909074325525,0.105373184312186
HeartCleveland,kDN,26226,curriculum,0.6101839965768079,0.3898160034231921,0.1557493639183018,0.1052692662416831
HeartCleveland,kDN,26226,static,0.6131792896876336,0.3868207103123662,0.1575226408536556,0.1052925244606173
HeartCleveland,kDN,26226,self_paced,0.6264441591784339,0.3735558408215661,0.1570616729436294,0.1052918275629496
HeartCleveland,DS,670488,curriculum,0.6542575952075311,0.3457424047924689,0.1916022665029163,0.158913129120132
HeartCleveland,DS,670488,static,0.680359435173299,0.3196405648267009,0.1843604287709507,0.1876358574395108
HeartCleveland,DS,670488,self_paced,0.6679503637141635,0.3320496362858365,0.1559678705892938,0.105812398109359
HeartCleveland,DS,116740,curriculum,0.6191698759092855,0.3808301240907146,0.1924879835468554,0.135644876279772
HeartCleveland,DS,116740,static,0.6208814719726145,0.3791185280273856,0.1567898135762652,0.10553821277361
HeartCleveland,DS,116740,self_paced,0.6123234916559692,0.3876765083440308,0.1685900401476971,0.1053015758217734
