dataset,hardness_metric,random_seed,weighting_strategy,Bottleneck_H0_mean,Bottleneck_H0_std,Bottleneck_H1_mean,Bottleneck_H1_std,Wasserstein_H0_mean,Wasserstein_H0_std,Wasserstein_H1_mean,Wasserstein_H1_std
Pima,LSC,670488,self_paced,0.816204826037089,0.0184565545293046,0.4735875328381856,0.0461351729649784,41.16668771155304,1.3883454584482802,3.940169927253242,0.4444859891507505
Hypothyroid,kDN,116740,curriculum,1.6724913120269775,0.0,0.3731045722961426,0.0,67.71833745599169,6.028428524078533,4.172231936897918,0.6530115952164536
Pima,LSC,116740,curriculum,0.8833249807357788,0.0377354221709557,0.3052930831909179,0.0199137998991279,26.728212056298396,4.247138671698871,4.363317909789568,0.705917523039526
Pima,LSC,116740,static,0.8444259961446127,0.0926262097497484,0.3560394048690796,0.0624918520839501,22.909391325969818,3.689539248000734,3.7628659379036815,0.5894924749552178
Pima,LSC,116740,self_paced,1.0204015970230105,0.1188795410142413,0.3360474109649658,0.0198606803482609,37.24137945939156,3.381631831368523,3.771049913222504,0.5531478649422545
Pima,LSC,26226,curriculum,0.6993842720985413,0.09831999919888,0.2647776405016581,0.0756023661485702,29.45039144481339,3.195854276655472,2.8891941477684724,0.317845821781628
Pima,LSC,26226,static,0.8418848117192587,0.1669281741922351,0.2234837015469869,0.0201161812319756,29.767445885818372,1.3124448868776697,2.235214271745847,0.516678277911823
Pima,LSC,26226,self_paced,0.9032062689463296,0.123252529813419,0.3184498747189839,0.0460658892785683,39.992089273995866,2.3982730837850186,3.477139384939136,0.4347153284787139
Pima,LSR,670488,curriculum,0.8763828078905741,0.2113838036872643,0.4325260321299235,0.1041949472867625,38.25664064502973,2.2943543412568785,3.6863716973288967,0.6966103384836713
Pima,LSR,670488,static,0.760927697022756,0.0707739349507457,0.4209314187367757,0.1205911312930941,37.514748898876185,3.1094556230906547,3.2667937144160013,0.3057254896038278
Pima,LSR,670488,self_paced,0.9633444945017496,0.1896303601764992,0.3967864314715068,0.0968214716842588,38.094589026119145,6.077836512625219,3.076207586936341,0.6282494847088569
Pima,LSR,116740,curriculum,0.7657214999198914,0.0578475338483721,0.284401814142863,0.0463842496722002,38.01601328049538,9.06404058376581,3.027256655565276,1.1862483559549697
Hypothyroid,kDN,116740,static,1.6724913120269775,0.0,0.3772430817286173,0.0058527361674148,69.52221234053674,2.41187813412021,4.684541626470664,0.1383814035708238
Pima,LSR,116740,static,0.9103379249572754,0.037968747124312,0.3096768260002136,0.0250130035846977,43.93767971366962,4.585422710317823,2.952785628255268,0.4834360343370265
Pima,LSR,116740,self_paced,1.016709844271342,0.1510614278541693,0.2717710336049397,0.05062306265111,29.21698966860809,3.0475080796189404,1.926574114660406,0.7103162245244532
Pima,LSR,26226,curriculum,0.8804584741592407,0.1398364526343741,0.2996845642725627,0.0710664264431192,34.876811161301056,2.9410201238094107,2.644011875388753,0.5759698564632829
Pima,LSR,26226,static,0.9032062689463296,0.123252529813419,0.299526572227478,0.0710112651372334,39.441256138407454,5.581318618770636,3.385716911715169,1.0861105971886835
Pima,LSR,26226,self_paced,0.7192058761914571,0.0476583353498691,0.247947613398234,0.0541954098243147,35.51309129935407,4.25055415610313,2.590167050101502,0.6862033054786021
Pima,Harmfulness,670488,curriculum,0.8292555809020996,0.0,0.429191529750824,0.0294491831663199,52.02450808552762,0.9266187896412552,3.7220227357297087,0.1606082888267307
Pima,Harmfulness,670488,static,0.8292555809020996,0.0,0.4243648449579875,0.0600759323686592,48.16482595664579,3.2003444678589443,3.6605682201087393,0.2997356270847123
Pima,Harmfulness,670488,self_paced,0.8744823336601257,0.2545182038188611,0.457498828570048,0.0393224032181702,36.27804972854191,3.498406679091303,3.3243469261726424,0.3068368938366914
Pima,Harmfulness,116740,curriculum,1.0554888645807905,0.103133809891459,0.3019740184148152,0.0349013778559954,41.21595285052816,6.736203592772915,2.7676296644445606,1.1579712057178342
Pima,Harmfulness,116740,static,0.9448629220326742,0.0753619797123188,0.3019740184148152,0.0349013778559954,41.61483678564903,6.941194999416381,2.725729196751408,1.1591104936255714
Hypothyroid,kDN,116740,self_paced,1.5982879002888997,0.1049394712543445,0.2375473976135254,0.0958534004471908,50.10483590724056,5.379562820218763,3.522647915787476,0.730310929764385
Pima,Harmfulness,116740,self_paced,0.9097756544748942,0.0375774723092753,0.3483675718307495,0.0448028323952385,42.77782643498039,3.4518355463812846,3.673357990639108,0.7580850810430414
Pima,Harmfulness,26226,curriculum,0.8960233132044474,0.1130942963853234,0.3074866731961568,0.0769305789618052,45.97771607617727,2.543554264635512,3.087161578035285,0.4807857875011523
Pima,Harmfulness,26226,static,0.9759930570920308,0.1130942963853234,0.2667129238446553,0.0441643693838316,42.40996012870532,6.780210218598043,2.778957882972547,0.8167321954239449
Pima,Harmfulness,26226,self_paced,0.8695460359255472,0.1357467291125913,0.2883736093839009,0.0506252490468405,39.26238522834856,6.311152914819945,3.7340277406038154,1.2646539112814608
Pima,F1,670488,curriculum,0.8369019428888956,0.010813588824541,0.4241371552149455,0.1160578022533457,28.976696484833905,3.941634892113584,4.2124727081634745,0.9736699754261288
Pima,F1,670488,static,0.7243556578954061,0.0179936979390611,0.4735875328381856,0.0461351729649784,29.632327786391585,2.291243477892277,4.785382787018701,0.7167478529686366
Pima,F1,670488,self_paced,0.7334537108739217,0.0166672743089824,0.3877974351247151,0.1048014413259606,35.06397904505423,4.445704313959316,4.011181775720102,0.6650246552295395
Pima,F1,116740,curriculum,0.8687494595845541,0.089307435072842,0.281551460425059,0.0221658451784858,28.76681823437568,6.280358183380437,3.8530314599114326,1.1046990941704846
Pima,F1,116740,static,0.7972416480382284,0.0713828028717622,0.2717710336049397,0.05062306265111,23.8621799668454,3.505464812101683,2.7033855843490096,0.5629283617407295
Pima,F1,116740,self_paced,0.7891051173210144,0.0859676175104374,0.3129912416140238,0.0210655121399209,31.584784847757167,1.105732907355062,4.050516761019964,0.4097849906609972
Pima,F1,26226,curriculum,0.7373931606610616,0.0885119897038232,0.3181834816932678,0.0461843655786042,35.937458542474374,4.737791390889543,3.7924030443697503,0.8616497469638452
Hypothyroid,kDN,26226,curriculum,1.659514387448629,0.051815561670993,0.3272186120351155,0.0679743850415076,58.31337885575866,5.9728388911986565,3.638925719116774,0.6809966895358955
Pima,F1,26226,static,0.870943566163381,0.1513159389386447,0.2904321153958638,0.0837422780836888,28.498463770321,3.525701752597429,2.831795204611648,0.6598059229882969
Pima,F1,26226,self_paced,0.6186732649803162,0.0374697245863764,0.2849515875180562,0.0558002060232321,31.829310333533183,2.6468040207610493,3.490049894066832,0.8437448090181924
Pima,F2,670488,curriculum,0.9870908061663308,0.1752689757766813,0.3910031716028849,0.1006129825678163,44.87952675280641,6.544578839554849,3.4210608754971497,0.7575894236382233
Pima,F2,670488,static,0.7932144006093343,0.0509699259739626,0.4735875328381856,0.0461351729649784,44.55729396434589,6.091642455896147,3.205642973083734,0.1395549714040135
Pima,F2,670488,self_paced,0.7855352759361267,0.0,0.4581463535626729,0.040580824755338,30.65043244703418,2.803334712743443,4.703456560185986,0.3293283122081425
Pima,F2,116740,curriculum,0.9798260927200316,0.1134300805931756,0.2717710336049397,0.05062306265111,36.13637574113001,5.677926680872442,1.6136856190964262,0.5980999374138236
Pima,F2,116740,static,1.01860511302948,0.0595318607281459,0.2717710336049397,0.05062306265111,38.23731296949125,3.939025576388372,2.052825313676825,0.4800177702433332
Pima,F2,116740,self_paced,1.0204015970230105,0.1188795410142413,0.3434395988782247,0.0540534219617949,31.02272479497904,2.0278060678717047,2.792082374960561,0.3135942269168974
Pima,F2,26226,curriculum,0.9032062689463296,0.123252529813419,0.2423054774602254,0.0967765372422891,34.635938779537256,3.645901634633349,2.0974231226008166,0.9122311258703012
Pima,F2,26226,static,0.9032062689463296,0.123252529813419,0.2819742361704508,0.0803902186929537,40.42028694809678,7.289441451512884,2.5024094855192187,1.0564590328697785
Hypothyroid,kDN,26226,static,1.7303406794865923,0.003462672682059,0.3053656816482544,0.0327274304027054,64.93227979334705,9.415055786383194,4.229105411263397,0.8682602482885055
Pima,F2,26226,self_paced,0.7437608440717062,0.123913105052434,0.2839030623435974,0.0572830358605377,32.99674266733914,4.4114734165900655,2.7393652711589045,0.6891331029832986
Pima,F3,670488,curriculum,0.8189902305603027,0.0145173976758804,0.4735875328381856,0.0461351729649784,43.82122188299835,2.2221892510147323,3.283516791017536,0.3564790594223423
Pima,F3,670488,static,0.9633444945017496,0.1896303601764992,0.4735875328381856,0.0461351729649784,49.87920495479299,4.069404362422458,3.594047917592624,0.476236096054918
Pima,F3,670488,self_paced,0.7281293272972107,0.0815220695898736,0.3557116985321045,0.074466990704079,41.31660988489081,4.676118750866401,4.023238535657255,0.7670631395313476
Pima,F3,116740,curriculum,1.0204015970230105,0.1188795410142413,0.2905063430468241,0.024589030932501,42.04348639930004,5.792366493121582,2.719682595617556,0.8488982772942945
Pima,F3,116740,static,0.8709966341654459,0.0478937114834949,0.318164587020874,0.078449535784237,40.78333267383519,7.66726468732895,2.4916483291303435,1.0150691459228365
Pima,F3,116740,self_paced,0.7543721000353495,0.0510160299508459,0.3191846410433451,0.0785383490437622,34.68887667524295,6.592866968530471,3.425655647056228,1.3494500403191714
Pima,F3,26226,curriculum,0.9032062689463296,0.123252529813419,0.340876559416453,0.0586063189595681,40.581848196733766,1.8357687655731376,2.8870779292712743,0.3062358312343612
Pima,F3,26226,static,0.9032062689463296,0.123252529813419,0.2854251464207967,0.0791902973016883,42.39037062271769,5.739802657373921,2.747806349960261,1.0904643866259198
Pima,F3,26226,self_paced,0.8637606104214987,0.1415350275160196,0.2661927342414856,0.0496543046575322,34.61939210509251,3.702882332827104,2.880414596495517,0.804745319000603
Hypothyroid,kDN,26226,self_paced,1.732789158821106,0.0,0.2893165349960327,0.0135754999053589,62.31572029113348,2.086140100395101,5.696491854245906,0.3203646388737071
Pima,F4,670488,curriculum,0.7268686691919962,0.2389170151762374,0.4511820077896118,0.0321042116127699,29.2741595100672,2.874803955282651,4.087657015799358,0.787837977122879
Pima,F4,670488,static,0.8555834293365479,0.2690676276683558,0.4420576492945353,0.023827366919937,32.59953062886768,5.6324166785318885,3.782263449169956,0.7973704943971064
Pima,F4,670488,self_paced,0.8128484884897867,0.0232031326086015,0.3881300290425618,0.0771327052573342,42.0354688541881,4.659264676499178,3.710444421541112,0.6929763797246875
Pima,F4,116740,curriculum,0.8829276959101359,0.0371735765824065,0.3316636681556701,0.0199137998991279,39.58595663379863,3.538784862740195,4.420527510351933,0.774822346782295
Pima,F4,116740,static,0.9074698487917582,0.1421235234946095,0.2898056109746297,0.0513578858778753,34.1426384512228,5.440088448444532,2.5533857191622515,0.4326299994314413
Pima,F4,116740,self_paced,0.8250932693481445,0.068141660073788,0.315358559290568,0.0684204395854058,34.302656652762685,3.590916240129313,3.252648941608704,0.5312432082867721
Pima,F4,26226,curriculum,0.7458999355634054,0.0263641186436326,0.2465172211329142,0.0554087159845564,32.70731783022308,6.558181277891123,3.146276454740883,1.256147786935203
HeartCleveland,Baseline,670488,static,1.235127091407776,0.3183711855668796,0.1024942795435587,0.131430970375714,11.948748823071506,4.3253028528418485,0.3464919530553147,0.4685315412057319
Pima,F4,26226,static,0.8704271713892618,0.1464308519771971,0.3626456459363301,0.0284921297842703,41.053535300596536,3.572539319345177,4.291189672081445,0.7496701641351552
HeartCleveland,Baseline,116740,static,1.3895115454991658,0.2312508482137139,0.1730025211970011,0.0381908445032175,12.550746436802513,1.3828756318283988,0.4599925591092327,0.1484021358156849
HeartCleveland,Baseline,26226,static,1.35303795337677,0.1531815204151732,0.1129522124926249,0.0503079699724009,9.127994520844505,4.091127081592818,0.2534353502211823,0.1404888917003476
Pima,F4,26226,self_paced,0.8767289916674296,0.1456310781289605,0.2637291153271993,0.0764270579690019,32.00710548452215,2.800002815562137,2.579926779177559,0.7885857984288321
Thoracic,Baseline,670488,static,4.28669540087382,1.5193795735403446,0.0970382193724314,0.0155006040214877,23.55190861935561,5.704706853760199,0.3759800611583436,0.0635354443861246
Hypothyroid,DS,670488,curriculum,1.6838806470235188,0.1669907590303874,0.2652786473433177,0.0886206911947423,49.323953078156656,3.6846902181227015,4.191733090310652,0.4824964063942927
Thoracic,Baseline,116740,static,4.575459718704224,1.5217254524773525,0.1303496559460958,0.0091030730266759,28.51126222862668,4.456596165400193,1.362129200354994,0.2158851148448952
Thoracic,Baseline,26226,static,4.907769838968913,2.7095464875288062,0.1131739616394043,0.0326139037478211,21.397332501332844,3.253920334150218,0.5777095543214722,0.1622227180203177
HeartCleveland,kDN,670488,curriculum,1.518975575764974,0.1865313407115814,0.1239505608876546,0.08123875513317,15.767667008220355,0.7765791253849637,0.2735120699979753,0.1635074689287474
Hypothyroid,DS,670488,static,1.804004391034444,0.0028898689128969,0.3158866465091705,0.0767778695193259,61.506670281543485,5.26371602139137,3.741361379617672,0.2853971301935777
HeartCleveland,kDN,670488,static,1.2990665038426716,0.227970925858993,0.0997844338417053,0.0961301031961098,14.36380612802146,2.353827589747924,0.2363885937256176,0.195145247999967
HeartCleveland,kDN,670488,self_paced,1.5283074378967283,0.1822298394669437,0.0521108408768971,0.0230898489042789,12.794332780605542,1.0053192083307,0.1161603461494709,0.0504068372335903
HeartCleveland,kDN,116740,curriculum,1.3998574018478394,0.2299604304158686,0.175975501537323,0.0423025091690949,15.785732672554694,0.386361404798158,0.3501726232868214,0.2022513032177841
HeartCleveland,kDN,116740,static,1.4074698289235432,0.2210357586771252,0.0997198025385538,0.0669098191567508,15.777373810393238,2.036712362417312,0.1493845312187398,0.100963862310593
HeartCleveland,kDN,116740,self_paced,1.3998574018478394,0.2299604304158686,0.175975501537323,0.0423025091690949,15.978078734296782,0.3071637464541486,0.274652017565768,0.0958385921150668
HeartCleveland,kDN,26226,curriculum,1.3788987000783284,0.2567151407457513,0.1700798670450846,0.066572628433375,17.798063061919887,4.105242246642344,0.3370218793207557,0.1851435532648179
HeartCleveland,kDN,26226,static,1.3788987000783284,0.2567151407457513,0.1316960652669271,0.0527678041628519,13.793565740963018,1.7297175620086278,0.2209818834972078,0.08331214059763
HeartCleveland,kDN,26226,self_paced,1.3788987000783284,0.2567151407457513,0.1700798670450846,0.066572628433375,16.240434627382523,4.142986599332328,0.4770349744794013,0.2856370504676714
HeartCleveland,DS,670488,curriculum,1.5283074378967283,0.1822298394669437,0.0436922709147135,0.008350012682791,11.55977943772222,1.4777534831204469,0.1181476964973052,0.022593154453867
HeartCleveland,DS,670488,static,1.2083532214164734,0.3368395961563331,0.127737820148468,0.0770235633806804,11.054482235148669,4.74773459947643,0.4223980198038997,0.2253445457373148
HeartCleveland,DS,670488,self_paced,1.4244000911712646,0.0510135396559479,0.129944105943044,0.1128311703718037,16.199972659264045,2.9157056969328763,0.4727149084580849,0.4155531032716351
HeartCleveland,DS,116740,curriculum,1.3998574018478394,0.2299604304158686,0.1990029414494832,0.0444231121723977,15.873865904631955,0.5999701768077713,0.4671311113310181,0.1563021086386386
HeartCleveland,DS,116740,static,1.3998574018478394,0.2299604304158686,0.1327550113201141,0.084680896206541,14.967273897405306,2.189927999836595,0.2530330866500445,0.1748579368108389
HeartCleveland,DS,116740,self_paced,1.4074698289235432,0.2210357586771252,0.087561011314392,0.0625886840768195,13.32798572810347,0.71024687571539,0.1341323453859204,0.0982321750635923
HeartCleveland,DS,26226,curriculum,1.4491202036539714,0.1574868354892168,0.1924632589022318,0.0625508177452542,14.067224173091152,5.6292061373301685,0.4932922643065587,0.2012084341566202
HeartCleveland,DS,26226,static,1.3723214864730835,0.2660122961441586,0.1700798670450846,0.066572628433375,11.947094373362589,3.1942305215127327,0.4333029268002143,0.2382029906451023
Hypothyroid,DS,670488,self_paced,1.804004391034444,0.0028898689128969,0.33240540822347,0.0534811804062629,56.73680651361084,8.190586649109159,4.281974192144656,0.7096662584118638
HeartCleveland,DS,26226,self_paced,1.4491202036539714,0.1574868354892168,0.1803281307220459,0.072930021432661,14.053681729137365,4.289447865895273,0.5378014787988623,0.3215651362180253
HeartCleveland,DCP,670488,curriculum,1.2990665038426716,0.227970925858993,0.1192471385002136,0.1226914353119239,15.206842924958236,5.365924294383133,0.4662596198709341,0.4842313711343214
HeartCleveland,DCP,670488,static,1.2990665038426716,0.227970925858993,0.1096317519744237,0.0864275301038027,13.871145940179288,3.591419445809669,0.2763395001109223,0.1952105527456266
HeartCleveland,DCP,670488,self_paced,1.1262623071670532,0.2093540337891842,0.1060870985190073,0.0897921391410536,12.899394575512437,3.021220447966966,0.2840884932375898,0.2201213161362633
Thoracic,kDN,670488,curriculum,4.391273895899455,1.3723629539128814,0.121688961982727,0.0178757361936147,21.262498900344717,0.8676097789805883,0.4198695144578974,0.1277581201325119
HeartCleveland,DCP,116740,curriculum,1.4074698289235432,0.2210357586771252,0.1206887364387512,0.0928032629491436,14.85884485890135,1.802414949925196,0.1903519774432788,0.1544066379759399
HeartCleveland,DCP,116740,static,1.3998574018478394,0.2299604304158686,0.1608294645945231,0.0983325419031038,15.754659369886868,2.7667626455257,0.3482685480871703,0.2336093853812534
Thoracic,kDN,670488,static,4.391273895899455,1.3723629539128814,0.1075230439503987,0.0310842565545983,29.87412673839854,1.4317521440716954,0.4730494455857715,0.0727098514619067
HeartCleveland,DCP,116740,self_paced,1.3821328083674114,0.2327294435918905,0.1711992025375366,0.0965383193715654,11.661796914284832,3.166631875947628,0.5690127584811498,0.3640100143471585
Thoracic,kDN,670488,self_paced,4.262871344884236,1.2725285579298204,0.0831400454044342,0.0275726790300694,37.762808562010015,3.4614470852059385,0.4430537810834343,0.0434814941064905
HeartCleveland,DCP,26226,curriculum,1.3788987000783284,0.2567151407457513,0.1700798670450846,0.066572628433375,15.747766224995225,3.7632178795933,0.3991742492884771,0.2565618158608752
HeartCleveland,DCP,26226,static,1.3788987000783284,0.2567151407457513,0.1151819626490275,0.0623603841913336,14.81454986789976,1.7520195056853065,0.2377228365089272,0.0815050196718396
Thoracic,kDN,116740,curriculum,3.251055955886841,1.7767741622860749,0.1285030643145243,0.0254426708096563,23.272289189481057,3.695186967968786,0.573653552592401,0.2174607019005324
HeartCleveland,DCP,26226,self_paced,1.4016047318776448,0.2246220719958327,0.1612807214260101,0.0634481632939704,12.474783996870912,4.306613745185135,0.3516883363508696,0.05845850601349
HeartCleveland,TD_P,670488,curriculum,1.4244000911712646,0.0510135396559479,0.1091458598772684,0.1267713875952191,14.336931218265642,3.191957307428401,0.3579281210771094,0.4457997648499497
Thoracic,kDN,116740,static,3.236295461654663,1.737938067862988,0.1075850327809651,0.0115454828978822,28.293130433230107,8.169531180811601,0.8473895923050726,0.2622689589995451
HeartCleveland,TD_P,670488,static,1.3452028433481853,0.4056352138837832,0.0258928537368774,0.0196522720971375,9.574473185084903,2.226059813759205,0.0602225430436303,0.0465534536667268
HeartCleveland,TD_P,670488,self_paced,1.504619797070821,0.2065074063087125,0.1370419263839721,0.0654752134553709,13.216286842442443,0.9426313417836772,0.3731048921489933,0.0917056793448718
Thoracic,kDN,116740,self_paced,4.375289082527161,1.999991872794148,0.1020443439483642,0.041939809812196,34.15641443274387,5.93509848239368,0.8599110585221402,0.5226719647216216
HeartCleveland,TD_P,116740,curriculum,1.4074698289235432,0.2210357586771252,0.0636071662108103,0.0560504488999738,14.438869115027876,0.9069563200066768,0.1111546773434279,0.1074509429754589
Thoracic,kDN,26226,curriculum,4.963858326276143,2.630225388085929,0.1364266276359558,0.0654201178077017,22.230744829936857,3.968165234386526,0.4881087106873618,0.1183834540391195
HeartCleveland,TD_P,116740,static,1.4074698289235432,0.2210357586771252,0.0246752500534057,0.0174914715975663,12.555790980518504,1.5635304862365056,0.045198448930477,0.0337598667084167
HeartCleveland,TD_P,116740,self_paced,1.4074698289235432,0.2210357586771252,0.2124481995900472,0.0188047250846839,11.744620725011544,1.9512586573553472,0.4172836261776476,0.0736435283225263
Hypothyroid,DS,116740,curriculum,1.6385836601257324,0.0479526611869667,0.3625738223393758,0.0148927294108194,65.93410996065903,0.8867191538426528,4.580436941358216,0.3552763403599932
Thoracic,kDN,26226,static,5.010797619819641,2.563843202548503,0.178999920686086,0.0849749146665735,24.3338285024476,3.0637507080784507,0.5468921017317067,0.1727151061058675
HeartCleveland,TD_P,26226,curriculum,1.3788987000783284,0.2567151407457513,0.1151819626490275,0.0623603841913336,12.734341107869668,1.812683015289228,0.2720195675546266,0.0791762026843157
HeartCleveland,TD_P,26226,static,1.3811153570810957,0.2324359948157995,0.1803281307220459,0.072930021432661,9.962915082851678,4.482330501837,0.5064136319192131,0.2826988199510236
Thoracic,kDN,26226,self_paced,5.010797619819641,2.563843202548503,0.1410023768742879,0.0255618669365641,27.6345028180763,3.747760145602788,0.6786103560340969,0.1861713153403925
HeartCleveland,TD_P,26226,self_paced,1.3788987000783284,0.2567151407457513,0.1700798670450846,0.066572628433375,13.58945475886803,3.966605918616312,0.4313923258635185,0.2556120426256821
HeartCleveland,TD_U,670488,curriculum,1.138163685798645,0.1888120536080761,0.1430297493934631,0.1118868503178703,15.19974654930116,1.78456963537481,0.3414689056987363,0.2470744239170162
Thoracic,DS,670488,curriculum,4.40296212832133,1.3822774550035557,0.1571999490261078,0.0895632658129507,22.28544534554834,4.962273771150449,0.6199466730913699,0.3105299273073164
HeartCleveland,TD_U,670488,static,1.2990665038426716,0.227970925858993,0.1060398419698079,0.1292687638776645,14.01702799173892,4.124481891244115,0.353535548427405,0.4492267824971543
HeartCleveland,TD_U,670488,self_paced,1.5283074378967283,0.1822298394669437,0.0600256820519765,0.0109545542112782,11.94635388225043,1.1089678919786816,0.2366630750765447,0.1057689896461758
Thoracic,DS,670488,static,4.262871344884236,1.2725285579298204,0.1931753555933634,0.1135212750609406,24.234248160670035,4.949644532684279,0.6389917018857588,0.3637749255171196
HeartCleveland,TD_U,116740,curriculum,1.4074698289235432,0.2210357586771252,0.0913081566492716,0.1140252698356158,13.613996968669309,1.2930063235060998,0.2968666239404454,0.3642435808282017
HeartCleveland,TD_U,116740,static,1.4074698289235432,0.2210357586771252,0.1207995812098185,0.0929287260314916,16.31577017323887,1.954853915004938,0.2635591286006202,0.2475528155714212
Thoracic,DS,670488,self_paced,4.391273895899455,1.3723629539128814,0.1470985809961954,0.0923052390409256,31.703979342972644,3.919109506124298,0.5011345203681304,0.2578234524598823
HeartCleveland,TD_U,116740,self_paced,1.3998574018478394,0.2299604304158686,0.0125958522160847,0.0178132250336343,8.419728734242172,1.1195122827184214,0.0280533778862857,0.0396734674771627
Thoracic,DS,116740,curriculum,3.2989556392033896,1.7276881298037168,0.1026236563920974,0.0283673712808623,23.84086226191414,2.801100302608869,0.6454014470450579,0.3836134646419766
HeartCleveland,TD_U,26226,curriculum,1.4491202036539714,0.1574868354892168,0.1834239164988199,0.0752948502193584,16.39854599011519,5.608759562503157,0.3895120140226072,0.1954462278772825
HeartCleveland,TD_U,26226,static,1.4491202036539714,0.1574868354892168,0.1575132211049398,0.0678404987912233,14.261582765746532,4.829710278727541,0.2851964285178198,0.1100904015032266
Thoracic,DS,116740,static,3.5277932484944663,1.5131910127809287,0.1181123753388722,0.0306984185281978,21.923696705630675,5.581404279535122,0.5392394309274079,0.205098262099214
HeartCleveland,TD_U,26226,self_paced,1.2868508696556091,0.2827320033550401,0.1700798670450846,0.066572628433375,13.347874670865624,3.172399631691367,0.4754377072634848,0.2795690380641933
HeartCleveland,CL,670488,curriculum,1.4029738505681355,0.3295788786174293,0.0223472913106282,0.0195337184865282,11.46470710366645,1.4192506169616206,0.0342524206589652,0.0274865268102172
Thoracic,DS,116740,self_paced,3.2989556392033896,1.7276881298037168,0.0989761352539062,0.0327456352484704,29.89413014845017,2.310259557444874,0.5707276503047094,0.2397905892440394
HeartCleveland,CL,670488,static,1.4244000911712646,0.0510135396559479,0.1104814012845357,0.0856449956811762,14.281998991368216,1.49931910181803,0.2496886639759579,0.1773924526073988
HeartCleveland,CL,670488,self_paced,1.2990665038426716,0.227970925858993,0.1133837650219599,0.1235345411060161,13.633050824592544,3.95400868790285,0.3639214240087827,0.4412220331044302
Thoracic,DS,26226,curriculum,5.275103410085042,2.190058369341434,0.1472823619842529,0.0562974708497674,21.93212093015576,2.4490687133537743,0.5579173838988303,0.1222921207654035
Hypothyroid,DS,116740,static,1.5905030568440754,0.1159489024349662,0.2576090892155965,0.0841602983344889,56.77764787992118,5.432429853386265,3.3816887559773776,0.4948179008682481
HeartCleveland,CL,116740,curriculum,1.3998574018478394,0.2299604304158686,0.1367833216985066,0.0797090687953646,16.598522575370847,0.8721648177453565,0.3376099542980277,0.2488109221603167
HeartCleveland,CL,116740,static,1.3998574018478394,0.2299604304158686,0.175975501537323,0.0423025091690949,17.024546491901543,0.9033742861836428,0.3689268610071585,0.1919919964232165
Thoracic,DS,26226,static,4.887946844100952,2.7375804357179283,0.2101639111836751,0.0998600427768435,17.490098475489614,3.13547990859112,0.7430917375706926,0.2870383970121902
HeartCleveland,CL,116740,self_paced,1.3995280265808103,0.2303501357208243,0.1305171449979146,0.0975846696316339,12.80690143769654,3.160348349748032,0.2396403495287782,0.1885960327975563
Thoracic,DS,26226,self_paced,5.010797619819641,2.563843202548503,0.0957323362429936,0.051073826360728,25.11755028063723,3.4082407906953494,0.5506773686038658,0.2971627886198063
HeartCleveland,CL,26226,curriculum,1.3788987000783284,0.2567151407457513,0.1700798670450846,0.066572628433375,16.420240180799436,1.7207448056910346,0.4274398435814903,0.287826509626204
HeartCleveland,CL,26226,static,1.3788987000783284,0.2567151407457513,0.1316960652669271,0.0527678041628519,15.689392721684044,0.8393845675904026,0.2415969748240483,0.0927346914181387
Thoracic,DCP,670488,curriculum,4.287973483403524,1.5175818111551205,0.1624461710453033,0.0824666639234273,26.2127309865854,1.6290891591725716,0.5942826706858417,0.1304854461077924
HeartCleveland,CL,26226,self_paced,1.3788987000783284,0.2567151407457513,0.1441691716512044,0.0517051879580893,12.994308021368935,0.8590912572102561,0.2663629687712318,0.1149186605741927
HeartCleveland,CLD,670488,curriculum,1.3551032145818074,0.3924401729706814,0.0391001502672831,0.0290867128126067,12.67477753680588,2.09428917934603,0.1048824606172592,0.0948625687496662
Thoracic,DCP,670488,static,5.162684917449951,0.0,0.1543847819169362,0.090187498012347,33.94414626927012,4.058646865252687,0.5617710567990305,0.1612060885353651
HeartCleveland,CLD,670488,static,1.4029738505681355,0.3295788786174293,0.1004524032274882,0.0954388977971117,13.725793025457728,2.445918197759823,0.2325739948584924,0.1904249705924871
HeartCleveland,CLD,670488,self_paced,1.3654025793075562,0.3787747973598543,0.0840039948622385,0.1033830019182309,12.39699552772725,1.851739607355916,0.1851103635547973,0.211753881065188
Thoracic,DCP,670488,self_paced,4.262871344884236,1.2725285579298204,0.1574270228544871,0.0871790103811917,30.12689289073043,4.17422846996864,0.574997001707796,0.3117550342498183
HeartCleveland,CLD,116740,curriculum,1.4074698289235432,0.2210357586771252,0.1244119604428609,0.0882558717153568,16.087958853790244,2.923848906743913,0.2769447499289628,0.2465215354230186
HeartCleveland,CLD,116740,static,1.4074698289235432,0.2210357586771252,0.0094958494106928,0.0091489027435652,14.012215827921414,0.905121146616568,0.0134291590228545,0.0129385023407824
Thoracic,DCP,116740,curriculum,3.3716338078180947,1.869163658973935,0.0777637561162312,0.0306281710086647,21.678303463766657,4.752766841732938,0.4131149305627594,0.2477245004625242
HeartCleveland,CLD,116740,self_paced,1.4074698289235432,0.2210357586771252,0.1817954182624817,0.0503958518082691,16.009702752953057,0.3763377925951905,0.4420345456020139,0.2132083128528107
Thoracic,DCP,116740,static,2.418721318244934,0.6058799782753755,0.0870903134346008,0.0201690983285871,23.6321625466866,3.482323488099567,0.5112866231632254,0.2670461279137966
