dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference,calculated_difference,difference_score
Pima,MV,670488,static,0.8193843726767828,0.4770012233654198,0.3300631306759822,0.0022319957175716,0.0015896843509774,0.1469380926894375,0.14693809268943758,0.14693809268943758
Pima,MV,670488,self_paced,0.8476682513136605,0.4770012233654198,0.3422826440194207,0.0022319957175716,0.0020482487917001,0.134718579345999,0.13471857934599907,0.13471857934599907
Pima,MV,116740,curriculum,0.78651340303017,0.491387098781783,0.3209055557142939,0.0014809815607297,0.0011906378431689,0.170481543067489,0.17048154306748908,0.17048154306748908
Pima,MV,116740,static,0.8052351063575156,0.491387098781783,0.3332188486810525,0.0014809815607298,0.0010750909618104,0.1581682501007305,0.1581682501007305,0.1581682501007305
Pima,MV,116740,self_paced,0.8260548446907999,0.491387098781783,0.3432759441687706,0.0014809815607297,0.0002515251298846,0.1481111546130123,0.14811115461301239,0.14811115461301239
Pima,MV,26226,curriculum,0.8156137624372324,0.4786578246415038,0.3319205948234587,0.001075908160078,0.0002816843376488,0.146737229818045,0.1467372298180451,0.1467372298180451
Pima,MV,26226,static,0.7686426587069544,0.4786578246415038,0.2968614974606727,0.001075908160078,0.0011049694987428,0.181796327180831,0.1817963271808311,0.1817963271808311
Hypothyroid,kDN,670488,curriculum,0.7989092797162111,0.3367563883917057,0.3004473000841212,8.640255986253359e-05,0.0071589198796914,0.0363090883075845,0.0363090883075845,0.0363090883075845
Pima,MV,26226,self_paced,0.8506443880653315,0.4786578246415038,0.3428494536415176,0.001075908160078,0.0021359720877026,0.1358083709999861,0.13580837099998622,0.13580837099998622
Pima,CB,670488,curriculum,0.8201486859695218,0.4770012233654198,0.3343757723459703,0.0022319957175716,0.0012660699716316,0.1426254510194494,0.14262545101944946,0.14262545101944946
Pima,CB,670488,static,0.7945744395865258,0.4770012233654198,0.3163392319979629,0.0022319957175716,0.0014775863840281,0.1606619913674568,0.1606619913674569,0.1606619913674569
Pima,CB,670488,self_paced,0.8493924336507894,0.4770012233654198,0.3438119784920463,0.0022319957175716,0.0004775411901023,0.1331892448733734,0.13318924487337347,0.13318924487337347
Pima,CB,116740,curriculum,0.7836834303853344,0.491387098781783,0.3177554196365115,0.0014809815607297,0.0003871235987965,0.1736316791452715,0.1736316791452715,0.1736316791452715
Pima,CB,116740,static,0.7601449037540746,0.491387098781783,0.298497553808223,0.0014809815607297,0.0009022173377095,0.1928895449735599,0.19288954497355998,0.19288954497355998
Pima,CB,116740,self_paced,0.8343691584104114,0.491387098781783,0.3562739413803602,0.0014809815607298,0.0011526594516281,0.1351131574014227,0.13511315740142277,0.13511315740142277
Pima,CB,26226,curriculum,0.7858863778164763,0.4786578246415038,0.3214220958767009,0.001075908160078,0.0010539118580856,0.1572357287648029,0.1572357287648029,0.1572357287648029
Pima,CB,26226,static,0.8072409186770755,0.4786578246415038,0.3322353704390814,0.001075908160078,0.0015675201600297,0.1464224542024224,0.1464224542024224,0.1464224542024224
Pima,CB,26226,self_paced,0.8589521171639345,0.4786578246415038,0.3596811046901783,0.001075908160078,0.002219845119351,0.1189767199513255,0.11897671995132553,0.11897671995132553
Hypothyroid,kDN,670488,static,0.8309363181345577,0.3367563883917057,0.3129175795607501,8.640255986253359e-05,0.0001533594402579,0.0238388088309556,0.02383880883095557,0.02383880883095557
Pima,N1,670488,curriculum,0.8103464676321678,0.4770012233654198,0.3168504802009357,0.0022319957175716,0.0008155766564234,0.160150743164484,0.16015074316448408,0.16015074316448408
Pima,N1,670488,static,0.8097887615484276,0.4770012233654198,0.321759425533642,0.0022319957175716,0.0018294301613349,0.1552417978317777,0.15524179783177777,0.15524179783177777
Pima,N1,670488,self_paced,0.8065708251812311,0.4770012233654198,0.3203137947059296,0.0022319957175716,0.0014779080909923,0.1566874286594902,0.1566874286594902,0.1566874286594902
Pima,N1,116740,curriculum,0.8242166144204763,0.491387098781783,0.3404422655302557,0.0014809815607297,0.0024896406897672,0.1509448332515272,0.1509448332515273,0.1509448332515273
Pima,N1,116740,static,0.8234947168004073,0.491387098781783,0.3390805507253767,0.0014809815607297,0.0015313339465405,0.1523065480564063,0.1523065480564063,0.1523065480564063
Pima,N1,116740,self_paced,0.805739578126177,0.491387098781783,0.3306790588006373,0.0014809815607297,0.001467953586364,0.1607080399811456,0.1607080399811457,0.1607080399811457
Pima,N1,26226,curriculum,0.8186819768729113,0.4786578246415038,0.3239560626812204,0.001075908160078,0.0011872741370998,0.1547017619602834,0.1547017619602834,0.1547017619602834
Pima,N1,26226,static,0.8208157824476647,0.4786578246415038,0.3394157733529401,0.001075908160078,0.0007607549818026,0.1392420512885636,0.1392420512885637,0.1392420512885637
Pima,N1,26226,self_paced,0.8276075846768585,0.4786578246415038,0.3329757190911311,0.001075908160078,0.0004892864005461,0.1456821055503727,0.1456821055503727,0.1456821055503727
Pima,N2,670488,curriculum,0.8039178461192542,0.4770012233654198,0.3143570388234201,0.0022319957175716,0.0010408569607167,0.1626441845419997,0.1626441845419997,0.1626441845419997
Hypothyroid,kDN,670488,self_paced,0.8212259517703583,0.3367563883917057,0.3047840444365013,8.640255986253359e-05,0.0014906606594073,0.0319723439552043,0.031972343955204374,0.031972343955204374
Pima,N2,670488,static,0.8254891133952729,0.4770012233654198,0.3222012080551811,0.0022319957175716,0.0008180350607067,0.1548000153102386,0.15480001531023868,0.15480001531023868
Pima,N2,670488,self_paced,0.7791127463993894,0.4770012233654198,0.3005475791359684,0.0022319957175716,0.0008022683345167,0.1764536442294513,0.17645364422945137,0.17645364422945137
Pima,N2,116740,curriculum,0.8278298310987879,0.491387098781783,0.3376615670793936,0.0014809815607297,0.0020004018338252,0.1537255317023893,0.1537255317023894,0.1537255317023894
Pima,N2,116740,static,0.8125510086991666,0.491387098781783,0.3232788936917563,0.0014809815607298,0.0007382147055289,0.1681082050900266,0.16810820509002672,0.16810820509002672
Pima,N2,116740,self_paced,0.7651026396883523,0.491387098781783,0.3026904457497388,0.0014809815607298,0.0006853443853863,0.1886966530320442,0.1886966530320442,0.1886966530320442
Pima,N2,26226,curriculum,0.8333843781883811,0.4786578246415038,0.335380226393595,0.001075908160078,0.0016207162933269,0.1432775982479087,0.1432775982479088,0.1432775982479088
Pima,N2,26226,static,0.8139728444459167,0.4786578246415038,0.3220816679326572,0.001075908160078,0.0018936097437526,0.1565761567088466,0.15657615670884661,0.15657615670884661
Pima,N2,26226,self_paced,0.7817831798173022,0.4786578246415038,0.3082296751928522,0.001075908160078,0.0008921539506844,0.1704281494486516,0.1704281494486516,0.1704281494486516
Pima,LSC,670488,curriculum,0.8382743522542753,0.4770012233654198,0.3414387867216937,0.0022319957175716,0.0015569731083506,0.135562436643726,0.13556243664372608,0.13556243664372608
Pima,LSC,670488,static,0.8693446204210192,0.4770012233654198,0.3525820209087318,0.0022319957175716,0.0021884353250139,0.1244192024566879,0.12441920245668797,0.12441920245668797
Pima,LSC,670488,self_paced,0.803390125932254,0.4770012233654198,0.3156731414983374,0.0022319957175716,0.0009985672039465,0.1613280818670823,0.16132808186708236,0.16132808186708236
Hypothyroid,kDN,116740,curriculum,0.8192937086815615,0.3954090326277897,0.3158529242214161,4.9205967656114654e-05,0.0002669730394193,0.0795561084063735,0.07955610840637362,0.07955610840637362
Pima,LSC,116740,curriculum,0.8290723759006808,0.491387098781783,0.3561401999948699,0.0014809815607297,0.0008745075483132,0.1352468987869131,0.1352468987869131,0.1352468987869131
Pima,LSC,116740,static,0.838058145972132,0.491387098781783,0.3584524020970599,0.0014809815607297,0.00086979603419,0.132934696684723,0.13293469668472307,0.13293469668472307
Pima,LSC,116740,self_paced,0.7984240844029028,0.491387098781783,0.3281986964806802,0.0014809815607297,0.0008989002442759,0.1631884023011028,0.16318840230110282,0.16318840230110282
Pima,LSC,26226,curriculum,0.8282013011445531,0.4786578246415038,0.3384775528550759,0.001075908160078,0.0007753084265041,0.1401802717864279,0.1401802717864279,0.1401802717864279
Pima,LSC,26226,static,0.8601032365082646,0.4786578246415038,0.3588722043689134,0.001075908160078,0.001251171876154,0.1197856202725903,0.11978562027259043,0.11978562027259043
Pima,LSC,26226,self_paced,0.7852223621751513,0.4786578246415038,0.3091323171725011,0.001075908160078,0.0009671270546982,0.1695255074690027,0.1695255074690027,0.1695255074690027
Pima,LSR,670488,curriculum,0.8445497814304843,0.4770012233654198,0.3382822953585827,0.0022319957175716,0.0017030755256597,0.138718928006837,0.1387189280068371,0.1387189280068371
Pima,LSR,670488,static,0.8395424346511059,0.4770012233654198,0.3330823099047365,0.0022319957175716,0.0022319708121347,0.1439189134606833,0.1439189134606833,0.1439189134606833
Pima,LSR,670488,self_paced,0.7861481402687454,0.4770012233654198,0.3185001299879665,0.0022319957175716,0.0012164156655683,0.1585010933774532,0.15850109337745327,0.15850109337745327
Pima,LSR,116740,curriculum,0.8301512245144926,0.491387098781783,0.3415460485031028,0.0014809815607297,0.0008614954989893,0.1498410502786802,0.14984105027868022,0.14984105027868022
Hypothyroid,kDN,116740,static,0.826911834451863,0.3954090326277897,0.3106947198506315,4.9205967656114654e-05,0.0034702520976652,0.0847143127771581,0.08471431277715818,0.08471431277715818
Pima,LSR,116740,static,0.8247970779016623,0.491387098781783,0.3397754948393241,0.0014809815607298,0.0011657194106281,0.1516116039424588,0.15161160394245887,0.15161160394245887
Pima,LSR,116740,self_paced,0.7693407365426549,0.491387098781783,0.3079085649570171,0.0014809815607297,0.0008678060861155,0.1834785338247658,0.18347853382476592,0.18347853382476592
Pima,LSR,26226,curriculum,0.8378270817919542,0.4786578246415038,0.3393230352555008,0.001075908160078,0.0010898245391774,0.139334789386003,0.13933478938600302,0.13933478938600302
Pima,LSR,26226,static,0.8399164282935345,0.4786578246415038,0.337456384958624,0.001075908160078,0.0012546198241984,0.1412014396828798,0.1412014396828798,0.1412014396828798
Pima,LSR,26226,self_paced,0.7837516364288494,0.4786578246415038,0.3091891900664627,0.001075908160078,0.0012985764807983,0.169468634575041,0.16946863457504108,0.16946863457504108
Pima,Harmfulness,670488,curriculum,0.732969904715537,0.4770012233654198,0.3674741473593383,0.0022319957175716,0.0017479371529473,0.1095270760060814,0.10952707600608147,0.10952707600608147
Pima,Harmfulness,670488,static,0.7405440697568476,0.4770012233654198,0.3690791335517601,0.0022319957175716,0.0016062770095964,0.1079220898136597,0.1079220898136597,0.1079220898136597
Pima,Harmfulness,670488,self_paced,0.7834828373412583,0.4770012233654198,0.3045872741793616,0.0022319957175716,0.0014891416863587,0.1724139491860581,0.17241394918605818,0.17241394918605818
Pima,Harmfulness,116740,curriculum,0.7330453129542405,0.491387098781783,0.3766264135948762,0.0014809815607297,0.0005769219901812,0.1147606851869067,0.1147606851869068,0.1147606851869068
Pima,Harmfulness,116740,static,0.732138791685866,0.491387098781783,0.3691970093064938,0.0014809815607298,0.0007207669823947,0.1221900894752892,0.1221900894752892,0.1221900894752892
Hypothyroid,kDN,116740,self_paced,0.7789553993354875,0.3954090326277897,0.3365040772094934,4.9205967656114654e-05,0.0004792302324249,0.0589049554182962,0.05890495541829632,0.05890495541829632
Pima,Harmfulness,116740,self_paced,0.777412852542206,0.491387098781783,0.3110082708787793,0.0014809815607297,0.00061489020615,0.1803788279030037,0.1803788279030037,0.1803788279030037
Pima,Harmfulness,26226,curriculum,0.7317271340717074,0.4786578246415038,0.3701706162809748,0.001075908160078,0.0006570039015663,0.1084872083605289,0.108487208360529,0.108487208360529
Pima,Harmfulness,26226,static,0.7293074097024785,0.4786578246415038,0.3737164730673466,0.001075908160078,0.0006368239696115,0.1049413515741571,0.10494135157415718,0.10494135157415718
Pima,Harmfulness,26226,self_paced,0.7799191800047084,0.4786578246415038,0.3069155261267149,0.001075908160078,0.0007907134768007,0.1717422985147889,0.1717422985147889,0.1717422985147889
Pima,F1,670488,curriculum,0.8559131970574559,0.4770012233654198,0.3480873242572753,0.0022319957175716,0.0016756148974743,0.1289138991081445,0.1289138991081445,0.1289138991081445
Pima,F1,670488,static,0.8586007136813015,0.4770012233654198,0.3498778744759838,0.0022319957175716,0.0010190074681269,0.1271233488894359,0.127123348889436,0.127123348889436
Pima,F1,670488,self_paced,0.8660170510283003,0.4770012233654198,0.3502196061652138,0.0022319957175716,0.0017362935889128,0.1267816172002059,0.12678161720020598,0.12678161720020598
Pima,F1,116740,curriculum,0.8069061105485286,0.491387098781783,0.3359133694691079,0.0014809815607298,0.0012749353491554,0.1554737293126751,0.1554737293126751,0.1554737293126751
Pima,F1,116740,static,0.8293174757406381,0.491387098781783,0.3484398309320546,0.0014809815607297,0.0010337907815047,0.1429472678497284,0.1429472678497284,0.1429472678497284
Pima,F1,116740,self_paced,0.8293608410468599,0.491387098781783,0.3496094840531253,0.0014809815607297,0.000323032776073,0.1417776147286576,0.14177761472865769,0.14177761472865769
Pima,F1,26226,curriculum,0.828753158294075,0.4786578246415038,0.3369744734964812,0.001075908160078,0.001261438414767,0.1416833511450225,0.14168335114502262,0.14168335114502262
Hypothyroid,kDN,26226,curriculum,0.8185546909313242,0.400504710464352,0.3135361412239146,4.435293679571391e-05,0.0001671998901682,0.0869685692404374,0.08696856924043739,0.08696856924043739
Pima,F1,26226,static,0.8574614940417973,0.4786578246415038,0.3500106079593872,0.001075908160078,0.0012688717857019,0.1286472166821166,0.1286472166821166,0.1286472166821166
Pima,F1,26226,self_paced,0.8390061925131693,0.4786578246415038,0.3423275417528826,0.001075908160078,0.0020432298526235,0.1363302828886212,0.1363302828886212,0.1363302828886212
Pima,F2,670488,curriculum,0.7780151158218664,0.4770012233654198,0.2949747321870983,0.0022319957175716,0.001062459465352,0.1820264911783214,0.18202649117832148,0.18202649117832148
Pima,F2,670488,static,0.7718205714335936,0.4770012233654198,0.3024076633948179,0.0022319957175716,0.0009241687495986,0.1745935599706018,0.17459355997060189,0.17459355997060189
Pima,F2,670488,self_paced,0.85437994315894,0.4770012233654198,0.3479502416939885,0.0022319957175716,0.0012298896259564,0.1290509816714312,0.12905098167143125,0.12905098167143125
Pima,F2,116740,curriculum,0.7842059847477756,0.491387098781783,0.3172861258624612,0.0014809815607297,0.00139078683797,0.1741009729193217,0.1741009729193218,0.1741009729193218
Pima,F2,116740,static,0.7802025749365437,0.491387098781783,0.3046477980039674,0.0014809815607297,0.0013684999252147,0.1867393007778156,0.1867393007778156,0.1867393007778156
Pima,F2,116740,self_paced,0.8047357615232827,0.491387098781783,0.3267744091067519,0.0014809815607297,0.0004689970334448,0.1646126896750311,0.16461268967503112,0.16461268967503112
Pima,F2,26226,curriculum,0.7676794611127982,0.4786578246415038,0.2910367311100965,0.001075908160078,0.0013277071336804,0.1876210935314072,0.18762109353140732,0.18762109353140732
Pima,F2,26226,static,0.7641778230477012,0.4786578246415038,0.2892920735792109,0.001075908160078,0.0008156760152099,0.1893657510622929,0.18936575106229292,0.18936575106229292
Hypothyroid,kDN,26226,static,0.8209220229239914,0.400504710464352,0.3139619877815314,4.435293679571391e-05,0.0001903360239237,0.0865427226828206,0.0865427226828206,0.0865427226828206
Pima,F2,26226,self_paced,0.8603740511005683,0.4786578246415038,0.3547505866522247,0.001075908160078,0.0030313877484703,0.1239072379892791,0.1239072379892791,0.1239072379892791
Pima,F3,670488,curriculum,0.7789429165254841,0.4770012233654198,0.2983437848971442,0.0022319957175716,0.0016271434109393,0.1786574384682755,0.1786574384682756,0.1786574384682756
Pima,F3,670488,static,0.7795880108207031,0.4770012233654198,0.2962520265133178,0.0022319957175716,0.001089147315137,0.1807491968521019,0.180749196852102,0.180749196852102
Pima,F3,670488,self_paced,0.8396414215422442,0.4770012233654198,0.336146928584119,0.0022319957175716,0.002472119865083,0.1408542947813008,0.1408542947813008,0.1408542947813008
Pima,F3,116740,curriculum,0.7825781435930481,0.491387098781783,0.3169738665644899,0.0014809815607297,0.0008197421502423,0.174413232217293,0.1744132322172931,0.1744132322172931
Pima,F3,116740,static,0.7676843276599729,0.491387098781783,0.3003117423366018,0.0014809815607297,0.0011540287208285,0.1910753564451812,0.1910753564451812,0.1910753564451812
Pima,F3,116740,self_paced,0.8221340236994169,0.491387098781783,0.3503635557817479,0.0014809815607297,0.0012146840731771,0.141023543000035,0.1410235430000351,0.1410235430000351
Pima,F3,26226,curriculum,0.7886251191835014,0.4786578246415038,0.3073903708795074,0.001075908160078,0.0017442372383905,0.1712674537619963,0.17126745376199642,0.17126745376199642
Pima,F3,26226,static,0.7722303938210011,0.4786578246415038,0.296996384375709,0.001075908160078,0.0022252670495899,0.1816614402657947,0.18166144026579478,0.18166144026579478
Pima,F3,26226,self_paced,0.8497436917385286,0.4786578246415038,0.3425130144616168,0.001075908160078,0.0010330424577592,0.136144810179887,0.136144810179887,0.136144810179887
Hypothyroid,kDN,26226,self_paced,0.8330959634872296,0.400504710464352,0.3318239051901716,4.435293679571391e-05,5.190883163730271e-05,0.0686808052741804,0.06868080527418041,0.06868080527418041
Pima,F4,670488,curriculum,0.840077248704911,0.4770012233654198,0.3483712533522139,0.0022319957175716,0.0016885357319837,0.1286299700132058,0.12862997001320586,0.12862997001320586
Pima,F4,670488,static,0.8548125800970809,0.4770012233654198,0.3458161398241903,0.0022319957175716,0.0020832605147483,0.1311850835412294,0.13118508354122949,0.13118508354122949
Pima,F4,670488,self_paced,0.8391387196434837,0.4770012233654198,0.3354877271312323,0.0022319957175716,0.001793312034195,0.1415134962341874,0.14151349623418746,0.14151349623418746
Pima,F4,116740,curriculum,0.8150192925559895,0.491387098781783,0.3353932459888991,0.0014809815607298,0.0003173710997014,0.1559938527928839,0.1559938527928839,0.1559938527928839
Pima,F4,116740,static,0.8038590821856495,0.491387098781783,0.330082626615453,0.0014809815607297,0.00203331988431,0.16130447216633,0.16130447216632998,0.16130447216632998
Pima,F4,116740,self_paced,0.8322432032998105,0.491387098781783,0.3430662304260698,0.0014809815607298,0.0004695599656131,0.1483208683557132,0.14832086835571318,0.14832086835571318
Pima,F4,26226,curriculum,0.8459100861193217,0.4786578246415038,0.3419119636046231,0.001075908160078,0.0011838743968811,0.1367458610368807,0.1367458610368807,0.1367458610368807
HeartCleveland,Baseline,670488,static,0.7180680189417205,0.3732530435612901,0.2775117057659911,0.0316464799305164,0.0491955793927584,0.0957413377952989,0.09574133779529898,0.09574133779529898
Pima,F4,26226,static,0.8263329917372763,0.4786578246415038,0.3379966931388034,0.001075908160078,0.0007695062974156,0.1406611315027004,0.14066113150270043,0.14066113150270043
HeartCleveland,Baseline,116740,static,0.7415306622524476,0.3737370147418805,0.2940154190037722,0.0213803834409053,0.0183823577447424,0.0797215957381083,0.07972159573810828,0.07972159573810828
HeartCleveland,Baseline,26226,static,0.7416452935295684,0.3679938119182415,0.2947728117166373,0.0119573997601307,0.0201515006780174,0.0732210002016042,0.07322100020160421,0.07322100020160421
Pima,F4,26226,self_paced,0.8349429120896246,0.4786578246415038,0.3400911395064696,0.001075908160078,0.0009780810306485,0.1385666851350341,0.13856668513503423,0.13856668513503423
Thoracic,Baseline,670488,static,0.867010470214331,0.4784437912427415,0.4172925361582673,0.0002279518959337,0.0023358819396583,0.0611512550844741,0.06115125508447422,0.06115125508447422
Hypothyroid,DS,670488,curriculum,0.8554992015435677,0.3367563883917057,0.3181824625569138,8.640255986253359e-05,0.0006621113891093,0.0185739258347918,0.018573925834791893,0.018573925834791893
Thoracic,Baseline,116740,static,0.864073431572487,0.4774288642191728,0.428669380128363,0.0002054730622821,0.0009701004775618,0.0487594840908098,0.048759484090809824,0.048759484090809824
Thoracic,Baseline,26226,static,0.8706964052144502,0.4786667857336502,0.4110760948817478,0.000346644312824,0.0034674233345078,0.0675906908519023,0.06759069085190239,0.06759069085190239
HeartCleveland,kDN,670488,curriculum,0.7489265126336627,0.3732530435612901,0.288901322704375,0.0316464799305164,0.0609114226875059,0.0843517208569151,0.08435172085691506,0.08435172085691506
Hypothyroid,DS,670488,static,0.815067224442323,0.3367563883917057,0.3086737954670128,8.640255986248628e-05,0.0001394962436125,0.0280825929246929,0.028082592924692895,0.028082592924692895
HeartCleveland,kDN,670488,static,0.7507419481419294,0.3732530435612901,0.2958295525850098,0.0316464799305164,0.0588537513646235,0.0774234909762802,0.07742349097628026,0.07742349097628026
HeartCleveland,kDN,670488,self_paced,0.694787064536892,0.3732530435612901,0.2575126195054336,0.0316464799305164,0.0463316527689832,0.1157404240558565,0.1157404240558565,0.1157404240558565
HeartCleveland,kDN,116740,curriculum,0.7810308108188412,0.3737370147418805,0.3200117771127233,0.0213803834409053,0.0106961808586418,0.0537252376291572,0.05372523762915721,0.05372523762915721
HeartCleveland,kDN,116740,static,0.734632279732084,0.3737370147418805,0.3116270837389115,0.0213803834409053,0.0092856819891466,0.062109931002969,0.062109931002968966,0.062109931002968966
HeartCleveland,kDN,116740,self_paced,0.7142647771436766,0.3737370147418805,0.2799674272897059,0.0213803834409053,0.0191410314057647,0.0937695874521746,0.09376958745217456,0.09376958745217456
HeartCleveland,kDN,26226,curriculum,0.7132475665707259,0.3679938119182415,0.2934290913249305,0.0119573997601307,0.0337150548339028,0.0745647205933109,0.07456472059331098,0.07456472059331098
HeartCleveland,kDN,26226,static,0.7120744951746464,0.3679938119182415,0.2934999506399831,0.0119573997601307,0.034157820051925,0.0744938612782583,0.07449386127825841,0.07449386127825841
HeartCleveland,kDN,26226,self_paced,0.709641941267389,0.3679938119182415,0.2668648434613561,0.0119573997601307,0.0233265861485278,0.1011289684568853,0.1011289684568854,0.1011289684568854
HeartCleveland,DS,670488,curriculum,0.7712731930257242,0.3732530435612901,0.2986443851882144,0.0316464799305164,0.0576055987646943,0.0746086583730756,0.07460865837307568,0.07460865837307568
HeartCleveland,DS,670488,static,0.7752538022476103,0.3732530435612901,0.3079277054834068,0.0316464799305164,0.0535650812654225,0.0653253380778833,0.06532533807788327,0.06532533807788327
HeartCleveland,DS,670488,self_paced,0.7270016907138355,0.3732530435612901,0.2804188658491471,0.0316464799305164,0.045577031338796,0.0928341777121429,0.09283417771214297,0.09283417771214297
HeartCleveland,DS,116740,curriculum,0.726066668475617,0.3737370147418805,0.2978227960618497,0.0213803834409053,0.0188272422955962,0.0759142186800307,0.07591421868003079,0.07591421868003079
HeartCleveland,DS,116740,static,0.7111625245413237,0.3737370147418805,0.2782916848238623,0.0213803834409053,0.0230499330325831,0.0954453299180181,0.09544532991801818,0.09544532991801818
HeartCleveland,DS,116740,self_paced,0.7089255931237285,0.3737370147418805,0.279582564455734,0.0213803834409053,0.0170385500374504,0.0941544502861465,0.0941544502861465,0.0941544502861465
HeartCleveland,DS,26226,curriculum,0.7198968122973177,0.3679938119182415,0.2965065401527832,0.0119573997601307,0.0327328038492304,0.0714872717654582,0.07148727176545827,0.07148727176545827
HeartCleveland,DS,26226,static,0.7333966064477728,0.3679938119182415,0.3128145438086149,0.0119573997601307,0.0327018241181308,0.0551792681096265,0.05517926810962659,0.05517926810962659
Hypothyroid,DS,670488,self_paced,0.772636017625617,0.3367563883917057,0.318764069133797,8.640255986253359e-05,0.0034892070915667,0.0179923192579086,0.017992319257908673,0.017992319257908673
HeartCleveland,DS,26226,self_paced,0.7088896345898319,0.3679938119182415,0.2720605591652018,0.0119573997601307,0.0243758315812916,0.0959332527530396,0.09593325275303971,0.09593325275303971
HeartCleveland,DCP,670488,curriculum,0.7682991581647601,0.3732530435612901,0.290261303989263,0.0316464799305164,0.0614524445017741,0.0829917395720271,0.0829917395720271,0.0829917395720271
HeartCleveland,DCP,670488,static,0.7576358898189628,0.3732530435612901,0.2804989888581506,0.0316464799305164,0.0619663871274657,0.0927540547031395,0.09275405470313947,0.09275405470313947
HeartCleveland,DCP,670488,self_paced,0.7105117574531729,0.3732530435612901,0.2711076764202852,0.0316464799305164,0.0462927644515915,0.1021453671410048,0.10214536714100486,0.10214536714100486
Thoracic,kDN,670488,curriculum,0.8633538628957648,0.4784437912427415,0.3995767072282419,0.0002279518959337,0.0006393067770998,0.0788670840144995,0.0788670840144996,0.0788670840144996
HeartCleveland,DCP,116740,curriculum,0.7948857656972309,0.3737370147418805,0.3327225011961139,0.0213803834409053,0.0141461783269983,0.0410145135457666,0.04101451354576657,0.04101451354576657
HeartCleveland,DCP,116740,static,0.786502527603777,0.3737370147418805,0.3307388149178777,0.0213803834409053,0.0126806336487666,0.0429981998240028,0.04299819982400277,0.04299819982400277
Thoracic,kDN,670488,static,0.8665942458087007,0.4784437912427415,0.3942092965147397,0.0002279518959337,0.000540221828803,0.0842344947280017,0.08423449472800182,0.08423449472800182
HeartCleveland,DCP,116740,self_paced,0.7294919119318948,0.3737370147418805,0.2983654701380159,0.0213803834409053,0.0193403053566605,0.0753715446038646,0.07537154460386458,0.07537154460386458
Thoracic,kDN,670488,self_paced,0.8847413407708813,0.4784437912427415,0.3898247788185144,0.0002279518959337,0.0034831611458343,0.088619012424227,0.0886190124242271,0.0886190124242271
HeartCleveland,DCP,26226,curriculum,0.7006809062696646,0.3679938119182415,0.2807320485852378,0.0119573997601307,0.0307861551825026,0.0872617633330036,0.08726176333300367,0.08726176333300367
HeartCleveland,DCP,26226,static,0.7032301120919938,0.3679938119182415,0.2869154919199505,0.0119573997601307,0.0297232439870999,0.0810783199982909,0.08107831999829096,0.08107831999829096
Thoracic,kDN,116740,curriculum,0.8721472973288271,0.4774288642191728,0.3951960500434123,0.0002054730622821,0.0007750855502682,0.0822328141757604,0.0822328141757605,0.0822328141757605
HeartCleveland,DCP,26226,self_paced,0.7197237948697367,0.3679938119182415,0.2754508416492029,0.0119573997601307,0.0275660586413804,0.0925429702690385,0.09254297026903857,0.09254297026903857
HeartCleveland,TD_P,670488,curriculum,0.7461031478322133,0.3732530435612901,0.301872702702319,0.0316464799305164,0.0540661551958876,0.0713803408589711,0.0713803408589711,0.0713803408589711
Thoracic,kDN,116740,static,0.8712111617147797,0.4774288642191728,0.3919610417386003,0.0002054730622821,0.0012958139097301,0.0854678224805724,0.0854678224805725,0.0854678224805725
HeartCleveland,TD_P,670488,static,0.7431365205254026,0.3732530435612901,0.2935993797502038,0.0316464799305164,0.0496516449323342,0.0796536638110863,0.0796536638110863,0.0796536638110863
HeartCleveland,TD_P,670488,self_paced,0.7089162779937691,0.3732530435612901,0.2697004666223696,0.0316464799305164,0.0484362069986385,0.1035525769389205,0.1035525769389205,0.1035525769389205
Thoracic,kDN,116740,self_paced,0.8644691641919319,0.4774288642191728,0.3885804991924595,0.0002054730622821,0.0028398550158576,0.0888483650267132,0.08884836502671328,0.08884836502671328
HeartCleveland,TD_P,116740,curriculum,0.7216032713685596,0.3737370147418805,0.284163839047562,0.0213803834409053,0.0286182663841201,0.0895731756943185,0.0895731756943185,0.0895731756943185
Thoracic,kDN,26226,curriculum,0.863486338478182,0.4786667857336502,0.3968727112665838,0.000346644312824,0.0002539349586757,0.0817940744670663,0.08179407446706638,0.08179407446706638
HeartCleveland,TD_P,116740,static,0.7194846732935161,0.3737370147418805,0.2839554728280185,0.0213803834409053,0.025269506055072,0.089781541913862,0.089781541913862,0.089781541913862
HeartCleveland,TD_P,116740,self_paced,0.7372110822502975,0.3737370147418805,0.3041122190792754,0.0213803834409053,0.0155813671729491,0.0696247956626051,0.0696247956626051,0.0696247956626051
Hypothyroid,DS,116740,curriculum,0.81007140017316,0.3954090326277897,0.3100908153951313,4.9205967656114654e-05,0.0035498772918445,0.0853182172326583,0.08531821723265842,0.08531821723265842
Thoracic,kDN,26226,static,0.8748563341634242,0.4786667857336502,0.3853623083497945,0.000346644312824,0.001005139923139,0.0933044773838556,0.09330447738385567,0.09330447738385567
HeartCleveland,TD_P,26226,curriculum,0.7266508097576616,0.3679938119182415,0.3042199428640549,0.0119573997601307,0.0332726467349869,0.0637738690541865,0.06377386905418658,0.06377386905418658
